date,depth_cm
2023-08-01,16.51
2023-08-10,4.4
2023-08-16,0
2023-08-23,0
2023-09-13,0
2023-09-21,0
2023-09-28,0
2023-10-05,0
2024-04-29,0
2024-05-17,0
2024-05-30,0
2024-06-04,0
2024-06-13,6.3
2024-06-24,0
2024-07-05,0
2024-07-11,0
2024-07-18,24.4
2024-07-30,45.8
2024-08-13,31.7
2024-08-20,15.8
2024-08-23,0
2024-08-28,0
2024-09-04,0
2024-09-12,0
2024-10-09,0
2025-04-28,0
2025-05-22,0
2025-06-05,0
2025-06-10,41
2025-06-26,47.4
2025-07-09,26.8
2025-07-22,41.9
2025-07-31,56.8
2025-08-06,47.3
2025-08-11,43.3
2025-08-20,42.1
2025-08-27,11
2025-09-01,52.6
2025-09-11,21.2
2025-09-15,8.9
2025-09-23,0
2026-05-12,0
2026-05-21,0
2026-05-29,0
2026-06-10,0
2026-06-16,0
2026-06-24,0
2026-07-02,0
2026-07-07,6.6
