date,depth_cm
2004-06-10,0
2004-06-18,54.8
2004-07-01,127.4
2004-07-08,134.1
2004-07-15,128.1
2004-07-22,125.5
2004-07-29,149.6
2004-08-05,199.4
2004-08-12,204.5
2004-08-19,228.2
2004-08-26,214.1
2004-08-30,195.2
2004-09-02,192.1
2004-09-06,196.9
2004-09-09,186.1
2004-09-13,204.5
2004-09-16,192
2004-09-20,189.6
2004-09-22,189.8
2004-09-28,154.7
2004-09-30,136.4
2004-10-05,113.4
2004-10-07,113.4
2004-10-14,55.5
2004-10-21,37.6
2004-10-28,15.1
2004-11-04,10.2
2004-11-11,0
2005-06-06,0
2005-06-17,48.4
2005-06-23,107.4
2005-06-30,81.8
2005-07-07,73.8
2005-07-14,112.7
2005-07-21,117.2
2005-07-28,105.9
2005-08-04,103.2
2005-08-11,150
2005-08-18,150.2
2005-08-25,142.8
2005-09-01,144.4
2005-09-08,136.3
2005-09-14,125.2
2005-09-22,128.5
2005-09-29,92.2
2005-10-06,64.6
2005-10-14,54.2
2005-10-21,16.7
2005-10-27,0
2006-05-04,0
2006-05-11,24.1
2006-05-18,20
2006-05-25,14.2
2006-06-01,21.2
2006-06-08,31.4
2006-06-15,30.1
2006-06-22,27.4
2006-06-29,25.6
2006-07-06,42.1
2006-07-13,47.7
2006-07-20,42.5
2006-07-27,57.5
2006-08-03,75.5
2006-08-10,76.2
2006-08-17,77.3
2006-08-24,84.3
2006-08-31,85.1
2006-09-07,62.8
2006-09-14,65
2006-09-21,32.3
2006-09-28,22.7
2006-10-05,0
2007-05-17,0
2007-05-24,15.6
2007-05-31,15.4
2007-06-04,20.3
2007-06-12,17.2
2007-06-18,23.9
2007-06-25,39.7
2007-07-02,74.7
2007-07-09,136.6
2007-07-12,129.7
2007-07-19,136.3
2007-07-26,134.3
2007-08-02,146.8
2007-08-09,164.4
2007-08-16,154
2007-08-23,156.4
2007-08-30,145.1
2007-09-06,133.5
2007-09-13,129.9
2007-09-20,134.8
2007-09-27,114.7
2007-10-04,100.5
2007-10-11,76.4
2007-10-18,48.4
2007-10-25,0
2008-04-24,0
2008-05-01,27
2008-05-08,0
2008-06-12,0
2008-06-19,8.7
2008-06-26,9.3
2008-07-03,50.2
2008-07-10,73.3
2008-07-17,100
2008-07-24,121.9
2008-07-31,123.5
2008-08-07,149
2008-08-14,174.2
2008-08-21,159.66
2008-08-28,160.2
2008-09-04,154.4
2008-09-11,150.4
2008-09-18,154.9
2008-09-25,108.6
2008-10-02,51.3
2008-10-09,17.1
2008-10-16,0
2009-04-23,0
2009-04-30,53.9
2009-05-07,44.6
2009-05-15,33.4
2009-05-21,17.8
2009-05-27,0
2009-06-04,0
2009-06-11,52.3
2009-06-18,47.89
2009-06-25,45
2009-07-02,71.8
2009-07-10,90.9
2009-07-16,111.8
2009-07-23,121.2
2009-07-30,118.5
2009-08-06,121
2009-08-13,122.1
2009-08-20,115
2009-08-27,147.7
2009-08-31,139.7
2009-09-03,145.1
2009-09-10,148
2009-09-17,121.2
2009-09-24,91.4
2009-10-01,112.8
2009-10-08,103
2009-10-15,140.4
2009-10-22,102.5
2009-10-29,61.5
2009-11-05,0
2010-06-03,0
2010-06-11,8
2010-06-17,4
2010-06-23,23.8
2010-07-01,22.5
2010-07-08,24.1
2010-07-15,44.9
2010-07-22,39.4
2010-07-29,35.9
2010-08-05,83.1
2010-08-12,104.7
2010-08-19,118.1
2010-08-26,192.5
2010-09-02,182.9
2010-09-09,175.4
2010-09-16,172.9
2010-09-22,161.3
2010-09-30,143.3
2010-10-07,103.4
2010-10-14,65.1
2010-10-21,35.6
2010-10-28,0
2011-05-05,0
2011-05-12,23
2011-05-19,22.3
2011-05-27,5.8
2011-06-02,0
2011-06-09,16.9
2011-06-16,12.5
2011-06-23,71.7
2011-06-30,63.9
2011-07-07,158.9
2011-07-14,157.7
2011-07-21,153.3
2011-07-28,164.6
2011-08-04,135
2011-08-11,141.7
2011-08-18,145.7
2011-08-25,136.2
2011-09-01,135.3
2011-09-08,120.3
2011-09-15,113
2011-09-22,95.1
2011-09-30,98.2
2011-10-06,98.1
2011-10-13,74.6
2011-10-21,32.7
2011-10-27,0
2012-05-24,0
2012-05-31,34.8
2012-06-07,37.5
2012-06-15,37.7
2012-06-21,46.4
2012-06-28,82
2012-07-05,85.3
2012-07-12,97.2
2012-07-19,103.2
2012-07-26,116.7
2012-08-02,112.7
2012-08-09,165.5
2012-08-16,162.4
2012-08-20,183.2
2012-08-23,171.1
2012-08-30,204.1
2012-09-06,185.6
2012-09-10,215.5
2012-09-13,213.5
2012-09-20,206.8
2012-09-24,178.3
2012-09-27,168.5
2012-10-04,137.7
2012-10-11,105.2
2012-10-18,71.8
2012-10-25,25.8
2012-11-01,0
2013-05-09,0
2013-05-16,24.9
2013-05-23,25.2
2013-05-30,19.2
2013-06-06,0
2013-06-13,0
2013-06-20,11.1
2013-06-27,29.7
2013-07-04,28.1
2013-07-11,64.6
2013-07-18,30.7
2013-07-25,68
2013-08-01,53
2013-08-08,103.2
2013-08-15,134.3
2013-08-20,169.9
2013-08-26,185.9
2013-08-29,183.4
2013-09-05,144.4
2013-09-11,114.7
2013-09-19,111.6
2013-09-26,83.5
2013-10-02,71.5
2013-10-10,48.6
2013-10-17,30.3
2013-10-25,5.3
2013-10-31,0
2014-06-01,0
2014-06-12,0
2014-06-19,13.8
2014-06-26,102.1
2014-07-03,129.9
2014-07-09,127.9
2014-07-15,154.9
2014-07-24,168.5
2014-07-31,148.4
2014-08-07,145.9
2014-08-14,160.02
2014-08-21,158.2
2014-08-27,154.4
2014-09-04,150.8
2014-09-11,132.8
2014-09-18,122.3
2014-09-25,105.2
2014-10-02,73.8
2014-10-10,23.4
2014-10-16,15.4
2014-10-23,0
2015-05-01,0
2015-05-02,0
2015-05-03,13.1
2015-05-14,16.3
2015-05-21,0
2015-05-28,0
2015-06-03,13.1
2015-06-11,4.64
2015-06-18,0
2015-06-25,0
2015-07-02,1
2015-07-09,4.5
2015-07-16,55.1
2015-07-23,58
2015-07-30,96.2
2015-08-05,122.4
2015-08-12,131.5
2015-08-20,135
2015-08-26,144.96
2015-09-03,141.3
2015-09-09,148.8
2015-09-17,127.3
2015-09-24,109.9
2015-09-30,101.1
2015-10-08,46.4
2015-10-15,11.25
2015-10-22,0
2016-05-02,0
2016-05-09,0
2016-05-25,0
2016-06-09,0
2016-06-16,0
2016-06-23,43.7
2016-06-30,71.48
2016-07-06,77.7
2016-07-14,122.1
2016-07-19,95.1
2016-07-22,71.1
2016-07-27,143.8
2016-08-04,142.1
2016-08-11,138.1
2016-08-18,135
2016-08-25,157.5
2016-09-01,130.3
2016-09-08,132.98
2016-09-13,114.7
2016-09-19,139.9
2017-05-01,0
2017-05-26,0
2017-06-07,19.1
2017-06-15,10
2017-06-22,8
2017-06-29,4
2017-07-06,43.2
2017-07-12,58.8
2017-07-19,88
2017-07-26,97.8
2017-08-03,115.6
2017-08-10,179
2017-08-15,163.8
2017-08-23,185
2017-08-31,189.4
2017-09-06,233
2017-09-13,239.7
2017-09-20,240.9
2017-09-27,219.5
2017-10-05,185.7
2017-10-10,150.4
2017-10-17,107.8
2017-10-26,42.5
2017-11-03,0
2018-05-07,0
2018-05-08,0
2018-05-28,0
2018-06-07,0
2018-06-13,2.8
2018-06-18,76.4
2018-06-26,69.9
2018-07-04,75.3
2018-07-11,94.7
2018-07-18,99.8
2018-07-25,122.6
2018-08-02,131.7
2018-08-09,180.5
2018-08-16,203.9
2018-08-22,224.6
2018-08-30,209.6
2018-09-07,211.2
2018-09-12,188.7
2018-09-20,176.5
2018-09-26,169.5
2018-10-03,151.9
2018-10-11,123.2
2018-10-17,79.7
2018-10-24,26.5
2018-10-31,0
2019-05-25,0
2019-05-26,0
2019-06-04,71.3
2019-06-13,32.1
2019-06-18,37.1
2019-06-25,39.9
2019-07-02,53.9
2019-07-09,44.8
2019-07-15,122.3
2019-07-24,140
2019-08-01,127.2
2019-08-06,125.2
2019-08-13,202.7
2019-08-22,222.4
2019-08-29,228.8
2019-09-03,222.3
2019-09-12,225.7
2019-09-19,206.3
2019-09-26,182.7
2019-10-03,147
2019-10-10,89.8
2019-10-17,53.9
2019-10-23,35.9
2019-11-01,0
2020-05-20,0
2020-05-27,5
2020-06-03,17.5
2020-06-18,11.6
2020-06-24,24.3
2020-07-01,21.6
2020-07-09,33.9
2020-07-15,90.2
2020-07-22,84
2020-07-29,70.2
2020-08-06,86.7
2020-08-11,99.8
2020-08-20,127
2020-08-27,167.8
2020-09-03,146.6
2020-09-11,113.4
2020-09-16,94.9
2020-09-22,60.8
2020-09-28,103.4
2020-10-07,30.7
2020-10-13,12.2
2020-10-19,0
2021-01-01,0
2021-06-01,0
2021-06-06,0
2021-06-16,37.2
2021-06-29,54.8
2021-07-14,63.7
2021-07-29,183.6
2021-08-09,180.3
2021-08-18,165.1
2021-08-27,157.3
2021-09-02,161.1
2021-09-08,136.8
2021-09-15,125.2
2021-09-22,149.5
2021-09-28,122.6
2021-10-06,103.1
2021-10-14,73.8
2021-10-26,30.8
2021-11-05,0
2021-12-01,0
2021-12-02,0
2021-12-06,0
2022-05-27,0
2022-06-15,118.3
2022-06-29,101.2
2022-07-27,129.5
2022-08-09,146.1
2022-08-24,204.5
2022-08-31,190.3
2022-09-07,183.6
2022-09-13,170.2
2022-09-20,232
2022-09-27,190.9
2022-10-05,166.2
2022-10-12,146.2
2022-10-27,33.6
2022-11-10,0
2023-06-04,0
2023-06-21,57.7
2023-07-04,109.4
2023-07-13,131
2023-07-27,121.9
2023-08-03,110.1
2023-08-10,100
2023-08-23,110.7
2023-08-30,105.6
2023-09-06,100.5
2023-09-13,112.3
2023-09-21,47.7
2023-09-28,21.6
2023-10-05,5.1
2023-10-10,0
2024-04-29,0
2024-05-17,0
2024-05-30,0
2024-06-04,0
2024-06-14,29
2024-06-24,35.7
2024-07-05,58.8
2024-07-18,72.4
2024-07-30,124.6
2024-08-13,115.4
2024-08-20,101.1
2024-08-28,66.2
2024-09-04,75.3
2024-09-12,39
2024-09-18,36.5
2024-09-23,37
2024-10-09,0
2025-04-28,0
2025-05-22,0
2025-06-12,48.6
2025-06-26,74.9
2025-07-09,80
2025-07-22,115.9
2025-08-06,153.7
2025-08-13,149.5
2025-08-21,158.2
2025-09-01,220.4
2025-09-11,196.9
2025-09-18,173.8
2025-09-24,168.4
2025-09-30,139.9
2025-10-08,129.9
2025-10-16,89.6
2025-10-23,27.2
2025-10-29,4.9
2025-11-06,5.8
2025-11-12,7.2
2025-11-21,0
2026-01-01,0
2026-05-12,0
2026-05-21,0
2026-05-29,0
2026-06-10,14.4
2026-06-16,0
2026-06-24,0
2026-07-07,35.4
